Indus ID,Ref. No,District,Survey  Date,Site Category,Tower Type,Existing no Of Poles,Tower  Config,Tower Height,Normal,EB Phase,EB Availability (Hours),A/C-1(TR),Site  type,DG/NonDG,Static DG-Kva,Static  DG-Make,SMPS 1 Make,SMPS Module Capacity(W),No. of BB Connected to the SMPS,Opco Present,Tenancy,Final Telecom Load (in KW)
IN-1092369,RRL,Beed,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,5.62596
IN-1078369,RRL,Latur,2023-03-04,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,12,NCU,COD,DG,15,Eicher,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,6.69805
IN-1093920,RRL,Latur,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,25,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,8.108991
IN-1254855,RRL,Latur,2023-03-04,OD with DG,GBT,0,Angular,40,Normal,3,12,Non AC,OD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.55964
IN-1249814,RRL,Latur,2023-03-04,Natural Cooling without DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel Reliance Jio,2,4.324
IN-1082714,RRL,Latur,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,12,NCU,COD,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.460236
IN-1091828,RRL,Jalgaon,2023-03-04,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,16,NCU,COD,DG,15,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,4.905
IN-1069824,RRL,Jalgaon,2023-03-04,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,3.6072
IN-1106061,RRL,Jalgaon,2023-03-04,ID+OD with 3.76TR,GBT,0,Angular,40,Hub,3,18,3.76,ID AC,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,6.58028
IN-1110872,RRL,Latur,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.92956
IN-1133669,RRL,Jalgaon,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.8948
IN-1093586,RRL,Solapur,2023-03-04,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,20,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,8.08027
IN-1271653,RRL,Kolhapur,2023-03-04,FCU with DG,GBT,0,Angular,50,Normal,3,20,FCU,COD,DG,15,Eicher,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.7878
IN-1093538,RRL,Sangli,2023-03-04,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,8.23495
IN-1231734,RRL,Sangli,2023-03-04,OD with DG,GBT,0,Tubular,50,HUB,3,20,Non AC,OD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,8.23616
IN-1297899,RRL,Sangli,2023-03-04,OD with DG,GBT,0,Angular,40,Normal,1,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,4.406623
IN-1070012,RRL,Jalgaon,2023-03-04,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,16,NCU,COD,DG,15,Kirloskar,IIPMS Delta,4000,1,VIL Reliance Jio,2,3.75505
IN-1077629,RRL,Jalgaon,2023-03-04,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Eicher,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,7.268272
IN-1311950,RRL,Jalgaon,2023-03-04,OD without DG,GBM,0,Tubular,30,Normal,3,21,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel VIL Reliance Jio BSNL,4,6.4032
IN-1024478,RRL,Nagpur,2023-03-04,OD with DG,GBT,0,Angular,60,Hub,3,20,Non AC,OD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,7.65908
IN-1271643,RRL,Nagpur,2023-03-04,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,15,Eicher,NexGen Emerson,4000,2,VIL Reliance Jio,2,4.45335
IN-1312454,RRL,Pune City,2023-03-04,OD without DG,RTP,4,Tubular,6,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,2.281754
IN-1241482,RRL,Pune City,2023-03-04,Natural Cooling with DG,RTT,0,Angular,18,Normal,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel VIL,2,6.57988
IN-1073189,RRL,Pune City,2023-03-04,Natural Cooling without DG,RTP,4,Tubular,6,Normal,3,20,NCU,COD,Non DG,Non DG,Non DG,Emerson,3200,1,Airtel,1,2.94849
IN-1282132,RRL,Washim,2023-03-04,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,25,Eicher,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,7.183722
IN-1092174,RRL,Washim,2023-03-04,ID+OD with 3.76TR,GBT,0,Angular,50,Hub,3,18,3.76,ID AC,DG,25,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,6.22278
IN-1093928,RRL,Washim,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,4.12587
IN-1070067,RRL,Washim,2023-03-04,Natural Cooling with DG,GBT,0,Angular,60,Normal,3,18,NCU,COD,DG,25,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,8.39936
IN-1110658,RRL,Pune City,2023-03-04,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,8.40173
IN-1124616,RRL,Nagpur,2023-03-05,OD with DG,RTP,8,Tubular,36,Hub,3,22,Non AC,OD,DG,25,Mahindra,Emerson,3200,2,Airtel Reliance Jio,2,9.485
IN-1024316,RRL,Wardha,2023-03-05,ID+OD with 3TR,GBT,0,Angular,40,Normal,3,20,3,ID AC,DG,25,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,5.56149
IN-1053406,RRL,Yavatmal,2023-03-05,ID+OD with 3.5TR,GBT,0,Tubular,50,Hub,3,20,3.5,ID AC,DG,25,Mahindra,NexGen Emerson,4000,2,Airtel VIL,2,7.209224
IN-1093547,RRL,Sangli,2023-03-05,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.26561
IN-1093030,RRL,Washim,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,9.1887
IN-1248149,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,8.12207
IN-1108312,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,5.06376
IN-1255457,RRL,Washim,2023-03-05,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,6.6054
IN-1053154,RRL,Ahmednagar,2023-03-05,OD with DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,8.073
IN-1053521,RRL,Ahmednagar,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.283554
IN-1274369,RRL,Ahmednagar,2023-03-05,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,Delta,4000,1,Airtel Reliance Jio,2,4.38414
IN-1243282,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,12,NCU,COD,DG,15,Eicher,Delta,4000,2,VIL Reliance Jio,2,5.531994
IN-1118367,RRL,Satara,2023-03-05,FCU with DG,GBT,0,Angular,50,Hub,3,16,FCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,9.4248
IN-1078247,RRL,Sangli,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,HUB,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.8371
IN-1052429,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,12,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,5.5263
IN-1070108,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,8,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,7.190264
IN-1249831,RRL,Sangli,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,1, Airtel VIL Reliance Jio,3,5.744972
IN-1024148,RRL,Osmanabad,2023-03-05,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,20,NCU,COD,DG,15,Eicher,Delta,4000,1, Airtel VIL Reliance Jio,3,6.073578
IN-1117101,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,8,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,6.019596
IN-1091453,RRL,Nandurbar,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.76958
IN-1092207,RRL,Satara,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,10.18908
IN-1281060,RRL,Pune City,2023-03-05,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Eicher,NexGen Emerson,4000,2,VIL Reliance Jio,2,5.208
IN-1117113,RRL,Ahmednagar,2023-03-05,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,1,VIL Reliance Jio,2,5.0004
IN-1092322,RRL,Dhule,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.1585
IN-1092319,RRL,Nandurbar,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,6.83462
IN-1253103,RRL,Osmanabad,2023-03-05,Natural Cooling without DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel BSNL,2,3.168472
IN-1274153,RRL,Beed,2023-03-05,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2,Airtel VIL Reliance Jio BSNL,4,9.24664
IN-1092184,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,5.58192
IN-1242124,RRL,Nagpur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,22,NCU,COD,DG,15,Mahindra,Emerson,3200,1,Airtel Reliance Jio,2,4.90818
IN-1106031,RRL,Beed,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,4.83964
IN-1241505,RRL,Beed,2023-03-06,FCU with DG,GBT,0,Angular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,Emerson,3200,1,Reliance Jio,1,2.71752
IN-1266510,RRL,Pune City,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Kirloskar,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.28848
IN-1071096,RRL,Pune City,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,5.657954
IN-1249260,RRL,Beed,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Kirloskar,Delta,4000,2,Airtel Reliance Jio,2,5.58963
IN-1052845,RRL,Satara,2023-03-06,OD with DG,GBT,0,Tubular,40,Normal,3,20,Non AC,OD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.911836
IN-1249652,RRL,Satara,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel Reliance Jio,2,4.3956
IN-1073178,RRL,Pune City,2023-03-06,Natural Cooling with DG,RTT,0,Tubular,9,Hub,3,22,NCU,COD,DG,15,Kirloskar,Delta,4000,1,Airtel VIL,2,7.44166
IN-1091714,RRL,Pune City,2023-03-06,Natural Cooling without DG,RTT,0,Tubular,9,Hub,3,22,NCU,COD,Non DG,Non DG,Non DG,NexGen Delta,4000,2,Airtel VIL,2,7.693355
IN-1093514,RRL,Thane,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,21,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.18317
IN-1233481,RRL,Thane,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,VIL Reliance Jio,2,6.91592
IN-1297439,RRL,Thane,2023-03-06,OD with DG,GBT,0,Angular,40,HUB,3,21,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,7.64484
IN-1356245,RRL,Ahmednagar,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,10,Kirloskar,Emerson,4000,1,Airtel Reliance Jio,2,3.90744
IN-1093936,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,5.5699
IN-1024245,RRL,Nagpur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,22,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.2021
IN-1255460,RRL,Washim,2023-03-06,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,6.069901
IN-1052656,RRL,Nanded,2023-03-06,OD with DG,GBT,0,Tubular,40,Hub,3,18,Non AC,OD,DG,15,Eicher,NexGen Delta,4000,2,Airtel VIL,2,6.62273
IN-1284145,RRL,Hingoli,2023-03-06,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,7.02684
IN-1053062,RRL,Ahmednagar,2023-03-06,OD with DG,GBT,0,Tubular,40,Hub,3,18,Non AC,OD,DG,15,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,7.172556
IN-1253792,RRL,Ahmednagar,2023-03-06,FCU with DG,GBT,0,Angular,50,Normal,3,10,FCU,COD,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,9.515705
IN-1093384,RRL,Satara,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,25,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,9.71965
IN-1086268,RRL,Pune City,2023-03-06,OD with DG,GBT,0,Tubular,50,Normal,3,20,Non AC,OD,DG,15,Mahindra,Delta,4000,2,Airtel Reliance Jio,2,5.783978
IN-1066616,RRL,Pune City,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,22,NCU,COD,DG,25,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,6.724665
IN-1271655,RRL,Pune City,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Eicher,NexGen Emerson,4000,2,VIL Reliance Jio,2,5.89363
IN-1071183,RRL,Beed,2023-03-06,OD with DG,GBT,0,Tubular,50,Normal,3,8,Non AC,OD,DG,25,Mahindra,Delta,4000,2,VIL BSNL Reliance Jio,3,6.04795
IN-1268386,RRL,Beed,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.96198
IN-1250331,RRL,Beed,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,3.8477
IN-1253192,RRL,Beed,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Kirloskar,Delta,4000,2,Airtel VIL Reliance Jio BSNL,4,7.1535
IN-1070095,RRL,Beed,2023-03-06,Natural Cooling with DG,GBT,0,Angular,70,Hub,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2,VIL Reliance Jio,2,5.56904
IN-1092022,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,16,NCU,COD,DG,15,Kirloskar,NexGen Delta,4000,1, Airtel VIL Reliance Jio,3,6.398009
IN-1078260,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,15,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,5.697
IN-1092156,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,5.24797
IN-1250288,RRL,Ahmednagar,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,1,Reliance Jio,1,2.693935
IN-1293692,RRL,Pune City,2023-03-06,OD with DG,COW,0,Angular,40,Normal,3,20,Non AC,OD,DG,25,Eicher,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,12.11425
IN-1250031,RRL,Jalgaon,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel Reliance Jio,2,4.003104
IN-1093282,RRL,Satara,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.11305
IN-1078388,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,6.36094
IN-1132839,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,5.616
IN-1108686,RRL,Solapur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.58784
IN-1066300,RRL,Pune City,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,8.822215
IN-1279282,RRL,Pune City,2023-03-06,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,20,NCU,COD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel Reliance Jio,2,5.07312
IN-1274225,RRL,Pune City,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel Reliance Jio,2,2.714497
IN-1260245,RRL,Ahmednagar,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.58571
IN-1110798,RRL,Ahmednagar,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2,VIL Reliance Jio,2,6.279
IN-1281158,RRL,Ahmednagar,2023-03-06,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,2,VIL Reliance Jio,2,6.188
IN-1053709,RRL,Nagpur,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,22,NCU,COD,DG,25,Mahindra,IIPMS Delta,4000,1, Airtel VIL Reliance Jio,3,8.30468
IN-1054389,RRL,Pune City,2023-03-06,OD with DG,RTT,0,Tubular,12,Hub,3,20,Non AC,OD,DG,15,Ashok Leyland,IIPMS Delta,4000,1,Airtel,1,3.29725
IN-1243435,RRL,Nanded,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel,1,3.073576
IN-1054679,RRL,Nanded,2023-03-06,Natural Cooling with DG,RTT,0,Tubular,18,Hub,3,18,NCU,COD,DG,40,Mahindra,Delta,4000,1,Airtel VIL,2,10.859742
IN-1255940,RRL,Beed,2023-03-06,OD with DG,GBT,0,Angular,50,Normal,3,12,Non AC,OD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,4.305944
IN-1092023,RRL,Latur,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Kirloskar,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,7.253144
IN-1240371,RRL,Satara,2023-03-06,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Ashok Leyland,Delta,4000,2, Airtel VIL Reliance Jio,3,6.0604
IN-1093405,RRL,Satara,2023-03-06,FCU with DG,GBT,0,Tubular,50,Normal,3,18,FCU,COD,DG,25,Eicher,Delta,4000,2,Airtel VIL Reliance Jio BSNL,4,10.7692
IN-1086262,RRL,Pune City,2023-03-06,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,18,NCU,COD,DG,25,Eicher,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.4774
IN-1053203,RRL,Satara,2023-03-06,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Eicher,Emerson,3200,2,Airtel VIL,2,6.3438
IN-1353643,RRL,Thane,2023-03-07,OD without DG,RTP,4,Tubular,9,Normal,3,21,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,2,Airtel VIL,2,4.9051
IN-1024349,RRL,Thane,2023-03-07,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,9.50257
IN-1053688,RRL,Thane,2023-03-07,ID+OD with 3.5TR,GBT,0,Angular,70,Normal,3,21,3.5,ID AC,DG,40,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,8.21892
IN-1270083,RRL,Thane,2023-03-07,OD with DG,GBT,0,Angular,40,Normal,3,21,Non AC,OD,DG,25,Eicher,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.659982
IN-1085576,RRL,Sangli,2023-03-07,OD with DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,DG,15,Mahindra,Delta,4000,2,Airtel VIL,2,8.97615
IN-1317458,RRL,Osmanabad,2023-03-07,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,VIL BSNL Reliance Jio,3,5.60736
IN-1055268,RRL,Sangli,2023-03-07,ID+OD with 3.5TR,RTT,0,Tubular,21,Normal,3,20,3.5,ID AC,DG,25,Mahindra,Emerson,3200,1, Airtel VIL Reliance Jio,3,8.2384
IN-1025002,RRL,Sangli,2023-03-07,ID+OD with 3.5TR,RTT,0,Tubular,16.5,Normal,3,20,3.5,ID AC,DG,25,Eicher,Emerson,3200,1,Airtel,1,4.7872
IN-1093143,RRL,Sangli,2023-03-07,OD with DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,DG,25,Eicher,Delta,4000,2,Airtel VIL BSNL,3,10.721985
IN-1091726,RRL,Ahmednagar,2023-03-07,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,1,Airtel Reliance Jio,2,5.805
IN-1266333,RRL,Ahmednagar,2023-03-07,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,25,Mahindra,Emerson,4000,2, Airtel VIL Reliance Jio,3,8.47208
IN-1255575,RRL,Ahmednagar,2023-03-07,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,6.5836
IN-1053893,RRL,Beed,2023-03-08,OD with DG,GBT,0,Tubular,55,Normal,3,18,Non AC,OD,DG,25,Eicher,Emerson,3200,2,VIL Reliance Jio,2,5.2836
IN-1077650,RRL,Aurangabad,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,6.842034
IN-1077722,RRL,Aurangabad,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,7.406644
IN-1250107,RRL,Aurangabad,2023-03-08,FCU with DG,GBT,0,Angular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.28072
IN-1092086,RRL,Aurangabad,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Kirloskar,NexGen Emerson,4000,2,Airtel VIL Reliance Jio BSNL,4,9.374
IN-1250136,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,2,Airtel Reliance Jio,2,5.117868
IN-1093808,RRL,Ahmednagar,2023-03-08,FCU with DG,GBT,0,Angular,50,Normal,3,16,FCU,COD,DG,25,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,7.56
IN-1253696,RRL,Buldhana,2023-03-08,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Eicher,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.2524
IN-1250317,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,11.3274
